product_name,description,product_category_tree,retail_price,discounted_price,brand,clean_product_name,clean_description,main_category,category_encoded
Hot Muggs LTS O3 Italy Steel Tumbler,"Hot Muggs LTS O3 Italy Steel Tumbler (450 ml, Silver, Pack of 1)
                         Price: Rs. 370
				
			Proclaim your support for your favorite team in your favorite sport football with this beautiful double walled stainless steel tumbler from Hot Muggs. Cheers to Italy and the sport of soccer! Enjoy the excitement and spirit of football with your favorite team Italy. Can be used for any of your favorite beverages (Hot / Cold). Ideal Gift for soccer fans. Only One Tumbler (Double Walled Stainless Steel) with colored vinyls.
Proclaim your support for your favorite team in your favorite sport football with this beautiful double walled stainless steel tumbler from Hot Muggs. Cheers to Italy and the sport of soccer! Enjoy the excitement and spirit of football with your favorite team Italy. Can be used for any of your favorite beverages (Hot / Cold). Ideal Gift for soccer fans. Only One Tumbler (Double Walled Stainless Steel) with colored vinyls.","[""Kitchen & Dining >> Bar & Glassware >> Bar Glasses >> Hot Muggs Bar Glasses""]",370.0,370.0,Hot Muggs,hot muggs lts o3 italy steel tumbler,hot muggs lts o3 italy steel tumbler 450 ml silver pack 1 price r 370proclaim support favorite team favorite sport football beautiful double walled stainless steel tumbler hot muggs cheer italy sport soccer enjoy excitement spirit football favorite team italy used favorite beverage hot cold ideal gift soccer fan one tumbler double walled stainless steel colored vinylsproclaim support favorite team favorite sport football beautiful double walled stainless steel tumbler hot muggs cheer italy sport soccer enjoy excitement spirit football favorite team italy used favorite beverage hot cold ideal gift soccer fan one tumbler double walled stainless steel colored vinyl,Kitchen & Dining,106
Iwonder Truly Handcrafted Regular Conference Folder Soft Bound,Buy Iwonder Truly Handcrafted Regular Conference Folder Soft Bound for Rs.739 online. Iwonder Truly Handcrafted Regular Conference Folder Soft Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Iwonder Office Supplies""]",985.0,739.0,Iwonder,iwonder truly handcrafted regular conference folder soft bound,buy iwonder truly handcrafted regular conference folder soft bound rs739 online iwonder truly handcrafted regular conference folder soft bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Kotty Women's Leggings,Kotty Women's Leggings - Buy Navy Blue Kotty Women's Leggings For Only Rs. 699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Kotty Leggings & Jeggings""]",699.0,194.0,Unknown Brand,kotty womens legging,kotty womens legging buy navy blue kotty womens legging r 699 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Big Balaji 5 W LED 5W Bulb White Pack Of 3 Bulb,Buy Big Balaji 5 W LED 5W Bulb White Pack Of 3 Bulb for Rs.249 online. Big Balaji 5 W LED 5W Bulb White Pack Of 3 Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Kitchen & Dining >> Lighting >> Bulbs >> Big Balaji Bulbs""]",0.0,0.0,Big Balaji,big balaji 5 w led 5w bulb white pack 3 bulb,buy big balaji 5 w led 5w bulb white pack 3 bulb rs249 online big balaji 5 w led 5w bulb white pack 3 bulb best price free shipping cash delivery genuine product 30 day replacement guarantee,Kitchen & Dining,106
Coucou Printed Girl's Jumpsuit,Coucou Printed Girl's Jumpsuit - Buy Black Coucou Printed Girl's Jumpsuit For Only Rs. 1295 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dungarees & Jumpsuits >> Jumpsuits >> Coucou Jumpsuits""]",1295.0,777.0,Unknown Brand,coucou printed girl jumpsuit,coucou printed girl jumpsuit buy black coucou printed girl jumpsuit r 1295 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Miss Chase Casual Sleeveless Solid Women's Top,Miss Chase Casual Sleeveless Solid Women's Top - Buy Coral Miss Chase Casual Sleeveless Solid Women's Top For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Miss Chase Tops""]",1599.0,1119.0,Unknown Brand,miss chase casual sleeveless solid womens top,miss chase casual sleeveless solid womens top buy coral miss chase casual sleeveless solid womens top r 1599 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Xtreme 3 Pipe Air Pressure For Honda Activa 110 dB Vehicle Horn,"Xtreme 3 Pipe Air Pressure For Honda Activa 110 dB Vehicle Horn
                         Price: Rs. 1,199
				
			18 Sounds Digital Computer Chip Electric Powered Horn.
RATED VOLTAGE: 12V.18 Sounds Digital Computer Chip Electric Powered Horn.
RATED VOLTAGE: 12V.
SOUND LEVEL: 110DB.
TYPE ELECTRIC HORN.
SPEAKER DESIGN 4-WAY.
100% Original Product from MOCC.
FUNDAMENTAL FREQUENCY: 410/510HZ.
TYPE ELECTRIC HORN.
18 Sounds Digital Computer Chip Electric Powered Horn.
RATED VOLTAGE: 12V.18 Sounds Digital Computer Chip Electric Powered Horn.
RATED VOLTAGE: 12V.
SOUND LEVEL: 110DB.
TYPE ELECTRIC HORN.
SPEAKER DESIGN 4-WAY.
100% Original Product from MOCC.
FUNDAMENTAL FREQUENCY: 410/510HZ.
TYPE ELECTRIC HORN.","[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",1999.0,1199.0,Xtreme,xtreme 3 pipe air pressure honda activa 110 db vehicle horn,xtreme 3 pipe air pressure honda activa 110 db vehicle horn price r 119918 sound digital computer chip electric powered hornrated voltage 12v18 sound digital computer chip electric powered hornrated voltage 12vsound level 110dbtype electric hornspeaker design 4way100 original product moccfundamental frequency 410510hztype electric horn18 sound digital computer chip electric powered hornrated voltage 12v18 sound digital computer chip electric powered hornrated voltage 12vsound level 110dbtype electric hornspeaker design 4way100 original product moccfundamental frequency 410510hztype electric horn,Automotive,21
Krazy Katz Women's Leggings,"Krazy Katz Women's Leggings - Buy Plum, Beige Krazy Katz Women's Leggings For Only Rs. 798 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com","[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Krazy Katz Leggings & Jeggings""]",798.0,329.0,Unknown Brand,krazy katz womens legging,krazy katz womens legging buy plum beige krazy katz womens legging r 798 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
APS Sleeve for Dell Venue 7 Cellular,"APS Sleeve for Dell Venue 7 Cellular (Black)
                         Price: Rs. 250
				
			Soft Sleeve For Tablet. Protects Tablet From Daily Wear And Tear. Can Carry Safely In Your Hand Bag. Made From Hard Wearing Material To Protect Tablet.
Soft Sleeve For Tablet. Protects Tablet From Daily Wear And Tear. Can Carry Safely In Your Hand Bag. Made From Hard Wearing Material To Protect Tablet.","[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> APS Cases & Covers""]",699.0,250.0,APS,aps sleeve dell venue 7 cellular,aps sleeve dell venue 7 cellular black price r 250soft sleeve tablet protects tablet daily wear tear carry safely hand bag made hard wearing material protect tabletsoft sleeve tablet protects tablet daily wear tear carry safely hand bag made hard wearing material protect tablet,Mobiles & Accessories,131
Philips 12.5 W LED Stellar Bright Bulb,Buy Philips 12.5 W LED Stellar Bright Bulb for Rs.490 online. Philips 12.5 W LED Stellar Bright Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Kitchen & Dining >> Lighting >> Bulbs >> Philips Bulbs""]",799.0,490.0,Philips,philip 125 w led stellar bright bulb,buy philip 125 w led stellar bright bulb rs490 online philip 125 w led stellar bright bulb best price free shipping cash delivery genuine product 30 day replacement guarantee,Kitchen & Dining,106
Korel Women's Leggings,"Korel Women's Leggings - Buy Black, Maroon, Purple Korel Women's Leggings For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com","[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Korel Leggings & Jeggings""]",999.0,349.0,Unknown Brand,korel womens legging,korel womens legging buy black maroon purple korel womens legging r 999 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Classmate Adversity causes Regular Notebook Soft Bound,Buy Classmate Adversity causes Regular Notebook Soft Bound for Rs.560 online. Classmate Adversity causes Regular Notebook Soft Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Classmate Office Supplies""]",560.0,560.0,Classmate,classmate adversity cause regular notebook soft bound,buy classmate adversity cause regular notebook soft bound rs560 online classmate adversity cause regular notebook soft bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Vero Moda Casual Sleeveless Striped Women's Top,Vero Moda Casual Sleeveless Striped Women's Top - Buy Multicolor Vero Moda Casual Sleeveless Striped Women's Top For Only Rs. 1295 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Vero Moda Tops""]",1295.0,1295.0,Unknown Brand,vero moda casual sleeveless striped womens top,vero moda casual sleeveless striped womens top buy multicolor vero moda casual sleeveless striped womens top r 1295 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Daycraft Slab A6 Notebook Adhesive Bound,Buy Daycraft Slab A6 Notebook Adhesive Bound for Rs.620 online. Daycraft Slab A6 Notebook Adhesive Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Daycraft Office Supplies""]",1040.0,620.0,Daycraft,daycraft slab a6 notebook adhesive bound,buy daycraft slab a6 notebook adhesive bound rs620 online daycraft slab a6 notebook adhesive bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Swarnim Jewellers Lord Ganesha Showpiece  -  7.5 cm,Buy Swarnim Jewellers Lord Ganesha Showpiece  -  7.5 cm for Rs.480 online. Swarnim Jewellers Lord Ganesha Showpiece  -  7.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Showpieces >> Swarnim Jewellers Showpieces""]",600.0,480.0,Swarnim Jewellers,swarnim jeweller lord ganesha showpiece 75 cm,buy swarnim jeweller lord ganesha showpiece 75 cm rs480 online swarnim jeweller lord ganesha showpiece 75 cm best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Speedwav Single Pipe Air Pressure Horn-Chevrolet Cruze Type 2 110 dB Vehicle Horn,"Speedwav Single Pipe Air Pressure Horn-Chevrolet Cruze Type 2 110 dB Vehicle Horn
                         Price: Rs. 873
				
			Tired of low horn sound from your vehicle then switch to Speedwav Single Pipe Air Pressure Horn which will not only get you the side for over taking any vehicle but will also keep you safe whicle riding, but will make your vehicle a head turner whenever you will blow it on the road with its Melodies sound tune

Features:

Easy to fit

Increased life horn

Enhanced horn sound

Three pipe loud horn sound helps you over take lane from any vehicle ahead of you

With horn installed in vehicle, driving becomes easy and safe on the roads and highways

 Must buy for all highway travelers to have a safe and sound journey

Note: Product color may vary as per stock availability


Package Contents:

1 X Speedwav Twin Tone Single Pipe Air Pressure Horn (Single Trumpet Horn Cone , 1 Horn Air Compressor)
Tired of low horn sound from your vehicle then switch to Speedwav Single Pipe Air Pressure Horn which will not only get you the side for over taking any vehicle but will also keep you safe whicle riding, but will make your vehicle a head turner whenever you will blow it on the road with its Melodies sound tune

Features:

Easy to fit

Increased life horn

Enhanced horn sound

Three pipe loud horn sound helps you over take lane from any vehicle ahead of you

With horn installed in vehicle, driving becomes easy and safe on the roads and highways

 Must buy for all highway travelers to have a safe and sound journey

Note: Product color may vary as per stock availability


Package Contents:

1 X Speedwav Twin Tone Single Pipe Air Pressure Horn (Single Trumpet Horn Cone , 1 Horn Air Compressor)","[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",1500.0,873.0,Speedwav,speedwav single pipe air pressure hornchevrolet cruze type 2 110 db vehicle horn,speedwav single pipe air pressure hornchevrolet cruze type 2 110 db vehicle horn price r 873tired low horn sound vehicle switch speedwav single pipe air pressure horn get side taking vehicle also keep safe whicle riding make vehicle head turner whenever blow road melody sound tunefeatureseasy fitincreased life hornenhanced horn soundthree pipe loud horn sound help take lane vehicle ahead youwith horn installed vehicle driving becomes easy safe road highway must buy highway traveler safe sound journeynote product color may vary per stock availabilitypackage contents1 x speedwav twin tone single pipe air pressure horn single trumpet horn cone 1 horn air compressortired low horn sound vehicle switch speedwav single pipe air pressure horn get side taking vehicle also keep safe whicle riding make vehicle head turner whenever blow road melody sound tunefeatureseasy fitincreased life hornenhanced horn soundthree pipe loud horn sound help take lane vehicle ahead youwith horn installed vehicle driving becomes easy safe road highway must buy highway traveler safe sound journeynote product color may vary per stock availabilitypackage contents1 x speedwav twin tone single pipe air pressure horn single trumpet horn cone 1 horn air compressor,Automotive,21
